x,y,u,v,p
0.298828125,0.001953125,0.004446188705371003,-3.070109923289714e-05,-0.0005821137568038735
0.302734375,0.001953125,0.0044911230871830885,-2.3150367281783888e-05,-0.0006394080845939339
0.306640625,0.001953125,0.00452692334037089,-1.7299441781964565e-05,-0.0007024486084930497
0.310546875,0.001953125,0.004528948744034667,-6.818205570480988e-06,-0.0007717434458888361
0.314453125,0.001953125,0.004475103662947675,1.0957377430329734e-05,-0.0008478603332626146
0.318359375,0.001953125,0.004395689430122491,3.01201660242226e-05,-0.0009315502015319441
0.322265625,0.001953125,0.004271362403611377,5.020026779572266e-05,-0.0010232780862620785
0.326171875,0.001953125,0.004156219983240685,6.455712146575591e-05,-0.0011241150994417849
0.330078125,0.001953125,0.003872292052150961,9.697770488098795e-05,-0.0012346888783716283
0.333984375,0.001953125,0.003650274990456566,0.00012399035782289004,-0.00135631593511508
0.337890625,0.001953125,0.003277470102665686,0.00015884843306287094,-0.0014884593926111993
0.341796875,0.001953125,0.0028336653569724667,0.00019227707289842436,-0.0016324294211006805
0.345703125,0.001953125,0.00216407301630364,0.00025187631174725784,-0.0017894043060622672
0.349609375,0.001953125,0.0016467285865105262,0.0002853341909390403,-0.0019601893134815964
0.353515625,0.001953125,0.0008836755478423504,0.0003247028568764726,-0.002144346116302868
0.357421875,0.001953125,-0.00018907209354471894,0.0003926438829174386,-0.002342894796697122
0.361328125,0.001953125,-0.0012102147057650207,0.0004545659839646385,-0.002556778734971565
0.365234375,0.001953125,-0.002373374513884719,0.0005101638227495531,-0.002786617421530666
0.369140625,0.001953125,-0.0034204685188604857,0.0005569088384179068,-0.0030319730820324202
0.373046875,0.001953125,-0.004868769594464171,0.0006311729548625032,-0.0032915755700969203
0.376953125,0.001953125,-0.006465779778288745,0.0006982496184417093,-0.0035651480510748915
0.380859375,0.001953125,-0.008547485749549971,0.0007805748404055465,-0.0038520106243416395
0.384765625,0.001953125,-0.010469105640515442,0.0008474850689537862,-0.004151339772124519
0.388671875,0.001953125,-0.012539972062474956,0.0009132965855883744,-0.004461405244623228
0.392578125,0.001953125,-0.01475488982426723,0.0009767519810195593,-0.004780284044592503
0.396484375,0.001953125,-0.016699041787904597,0.0010224294793057915,-0.005105694515078929
0.400390625,0.001953125,-0.019583995713866015,0.001092760290660333,-0.005434975574945806
0.404296875,0.001953125,-0.0221765618254953,0.0011435638441089394,-0.005765166638591485
0.408203125,0.001953125,-0.024434461208780928,0.0011787396363498004,-0.006092868777531582
0.412109375,0.001953125,-0.027211127344374707,0.001219077692716131,-0.006414684848115311
0.416015625,0.001953125,-0.03006120837743832,0.0012524681126074352,-0.006726749806103052
0.419921875,0.001953125,-0.03296725212793243,0.0012784575815153437,-0.00702507289715786
0.423828125,0.001953125,-0.03634342009570362,0.0012983202277080522,-0.007305744024075437
0.427734375,0.001953125,-0.038874518087876064,0.0013068576139693441,-0.007563987143220368
0.431640625,0.001953125,-0.042250302556623834,0.0013060923727590949,-0.007796416957552213
0.435546875,0.001953125,-0.04478349055288867,0.0013024077857185857,-0.00799795783966182
0.439453125,0.001953125,-0.04807173425895681,0.0012808325586311457,-0.008165510667736594
0.443359375,0.001953125,-0.05054241579797297,0.0012649041564883102,-0.008294111549805243
0.447265625,0.001953125,-0.05365899680577531,0.001223046441297353,-0.008381107052048002
0.451171875,0.001953125,-0.05632052157612055,0.0011836059353800997,-0.008422311602846805
0.455078125,0.001953125,-0.05886783441802522,0.00113467087411295,-0.008414153167403921
0.458984375,0.001953125,-0.06102662103736684,0.00109380676512061,-0.008353962789083435
0.462890625,0.001953125,-0.06332921476496414,0.0010311741388430767,-0.008239810475007714
0.466796875,0.001953125,-0.06567358566033286,0.0009402547861752416,-0.008069530797573044
0.470703125,0.001953125,-0.06760581776541455,0.0008603673191845479,-0.007840859716216177
0.474609375,0.001953125,-0.06934291652432008,0.0007726845626991403,-0.007552980143092823
0.478515625,0.001953125,-0.07076623019838417,0.0007034468543392096,-0.007204977933907021
0.482421875,0.001953125,-0.07216752981257765,0.0005744719247257058,-0.006797842962698667
0.486328125,0.001953125,-0.07319364228170537,0.0004930855202685757,-0.006330917655176926
0.490234375,0.001953125,-0.07402950519384331,0.00037623483210437036,-0.005806397712719218
0.494140625,0.001953125,-0.07459178750807247,0.00025292432583425825,-0.005226015585586656
0.498046875,0.001953125,-0.07486527160391487,0.0001262385822326107,-0.004592591794414159
0.501953125,0.001953125,-0.07471237128834207,-4.482176704031002e-05,-0.0039104826138509526
0.505859375,0.001953125,-0.07432590551489872,-0.0001891815304971801,-0.00318352390523349
0.509765625,0.001953125,-0.07360906404164105,-0.00034878090267317436,-0.0024171798849826616
0.513671875,0.001953125,-0.07254850918231627,-0.0005106446428336727,-0.001618166878090734
0.517578125,0.001953125,-0.07141582642617977,-0.0006358319076490101,-0.0007937641195275165
0.521484375,0.001953125,-0.06935191298425611,-0.0008484218218727226,4.662445415857605e-05
0.525390625,0.001953125,-0.06756063369099731,-0.0009805753079509176,0.0008945646293310605
0.529296875,0.001953125,-0.06506859596559933,-0.0011577717072188524,0.0017386754954779892
0.533203125,0.001953125,-0.06176026183157228,-0.0013791279335269111,0.0025675715364149956
0.537109375,0.001953125,-0.0589447137032483,-0.0015143887523749412,0.003369654903450305
0.541015625,0.001953125,-0.055318879950564254,-0.0016900682509573214,0.004131413604689375
0.544921875,0.001953125,-0.05132828101547011,-0.001861065095521306,0.004839710016891105
0.548828125,0.001953125,-0.04698756191932446,-0.002024865921402532,0.0054810370465787584
0.552734375,0.001953125,-0.04231625450511531,-0.002178796392075124,0.006042003475329392
0.556640625,0.001953125,-0.03733953563074856,-0.0023199999824298654,0.006509643357735925
0.560546875,0.001953125,-0.032088450628154304,-0.0024455398800065664,0.00687182937610766
0.564453125,0.001953125,-0.025941455825550484,-0.002575190238861263,0.00711764729472005
0.568359375,0.001953125,-0.020908784606362814,-0.0026493468125095513,0.007238508223644767
0.572265625,0.001953125,-0.015083657316564351,-0.0027099857910430764,0.0072249923874696705
0.576171875,0.001953125,-0.009152556703845075,-0.0027379891915505364,0.007073898853793275
